FinancialYear,HBT2014,HBT2014QF,ICD10Codes,ICD10CodesQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsRates,HospitalResidentsRatesQF
2012/13,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2012/13,S08000028, ,F10 - F19, ,0,0, ,0,0, ,0,0, 
2012/13,S08000028, ,F30 - F39, ,20,72.57, ,20,72.57, ,0,0, 
2012/13,S08000028, ,F40 - F49, ,10,36.28, ,10,36.28, ,0,0, 
2012/13,S08000028, ,F00 - F09 or Chapter G and second position F00, ,10,36.28, ,10,36.28, ,10,36.28, 
2012/13,S08000028, ,Non F Codes, ,0,0, ,0,0, ,0,0, 
2012/13,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2012/13,S08000028, ,F20 - F29, ,10,36.28, ,10,36.28, ,0,0, 
2012/13,S92000003,d,All Codes,d,21130,397.66, ,15170,285.49, ,3700,69.63, 
2012/13,S92000003,d,F60 - F69, ,1490,28.04, ,820,15.43, ,100,1.88, 
2012/13,S92000003,d,F10 - F19, ,3420,64.36, ,2730,51.38, ,170,3.2, 
2012/13,S92000003,d,F30 - F39, ,5480,103.13, ,3910,73.58, ,540,10.16, 
2012/13,S92000003,d,F40 - F49, ,1440,27.1, ,1070,20.14, ,80,1.51, 
2012/13,S92000003,d,F00 - F09 or Chapter G and second position F00, ,2620,49.31, ,2170,40.84, ,1000,18.82, 
2012/13,S92000003,d,Non F Codes, ,1470,27.66, ,1040,19.57, ,590,11.1, 
2012/13,S92000003,d,"F50 - F59, F70 - F99", ,410,7.72, ,310,5.83, ,100,1.88, 
2012/13,S92000003,d,F20 - F29, ,4800,90.33, ,3120,58.72, ,1120,21.08, 
2012/13,SB0802, ,All Codes,d,110, ,:,80, ,:,130, ,:
2012/13,SB0802, ,F60 - F69, ,10, ,:,10, ,:,0, ,:
2012/13,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2012/13,SB0802, ,F30 - F39, ,0, ,:,0, ,:,10, ,:
2012/13,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2012/13,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2012/13,SB0802, ,Non F Codes, ,0, ,:,0, ,:,20, ,:
2012/13,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,10, ,:
2012/13,SB0802, ,F20 - F29, ,80, ,:,60, ,:,80, ,:
2013/14,S08000015, ,All Codes,d,1330,357.3, ,980,263.27, ,210,56.42, 
2013/14,S08000015, ,F60 - F69, ,80,21.49, ,60,16.12, ,0,0, 
2013/14,S08000015, ,F10 - F19, ,380,102.08, ,300,80.59, ,10,2.69, 
2013/14,S08000015, ,F30 - F39, ,270,72.53, ,190,51.04, ,30,8.06, 
2013/14,S08000015, ,F40 - F49, ,100,26.86, ,80,21.49, ,10,2.69, 
2013/14,S08000015, ,F00 - F09 or Chapter G and second position F00, ,140,37.61, ,120,32.24, ,60,16.12, 
2013/14,S08000015, ,Non F Codes, ,30,8.06, ,30,8.06, ,40,10.75, 
2013/14,S08000015, ,"F50 - F59, F70 - F99", ,30,8.06, ,10,2.69, ,0,0, 
2013/14,S08000015, ,F20 - F29, ,310,83.28, ,190,51.04, ,50,13.43, 
2013/14,S08000016, ,All Codes,d,490,430.28, ,320,281, ,60,52.69, 
2013/14,S08000016, ,F60 - F69, ,30,26.34, ,20,17.56, ,0,0, 
2013/14,S08000016, ,F10 - F19, ,50,43.91, ,40,35.12, ,0,0, 
2013/14,S08000016, ,F30 - F39, ,90,79.03, ,70,61.47, ,10,8.78, 
2013/14,S08000016, ,F40 - F49, ,40,35.12, ,40,35.12, ,0,0, 
2013/14,S08000016, ,F00 - F09 or Chapter G and second position F00, ,70,61.47, ,60,52.69, ,20,17.56, 
2013/14,S08000016, ,Non F Codes, ,30,26.34, ,20,17.56, ,0,0, 
2013/14,S08000016, ,"F50 - F59, F70 - F99", ,10,8.78, ,10,8.78, ,0,0, 
2013/14,S08000016, ,F20 - F29, ,160,140.5, ,70,61.47, ,10,8.78, 
2013/14,S08000017, ,All Codes,d,660,439.18, ,410,272.82, ,70,46.58, 
2013/14,S08000017, ,F60 - F69, ,130,86.51, ,50,33.27, ,0,0, 
2013/14,S08000017, ,F10 - F19, ,90,59.89, ,60,39.93, ,0,0, 
2013/14,S08000017, ,F30 - F39, ,130,86.51, ,80,53.23, ,10,6.65, 
2013/14,S08000017, ,F40 - F49, ,50,33.27, ,40,26.62, ,0,0, 
2013/14,S08000017, ,F00 - F09 or Chapter G and second position F00, ,80,53.23, ,70,46.58, ,20,13.31, 
2013/14,S08000017, ,Non F Codes, ,40,26.62, ,30,19.96, ,10,6.65, 
2013/14,S08000017, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2013/14,S08000017, ,F20 - F29, ,150,99.81, ,80,53.23, ,20,13.31, 
2013/14,S08000018, ,All Codes,d,1450,395.2, ,940,256.2, ,240,65.41, 
2013/14,S08000018, ,F60 - F69, ,150,40.88, ,80,21.8, ,0,0, 
2013/14,S08000018, ,F10 - F19, ,120,32.71, ,90,24.53, ,0,0, 
2013/14,S08000018, ,F30 - F39, ,340,92.67, ,220,59.96, ,30,8.18, 
2013/14,S08000018, ,F40 - F49, ,100,27.26, ,70,19.08, ,10,2.73, 
2013/14,S08000018, ,F00 - F09 or Chapter G and second position F00, ,260,70.86, ,200,54.51, ,80,21.8, 
2013/14,S08000018, ,Non F Codes, ,80,21.8, ,60,16.35, ,60,16.35, 
2013/14,S08000018, ,"F50 - F59, F70 - F99", ,20,5.45, ,10,2.73, ,0,0, 
2013/14,S08000018, ,F20 - F29, ,390,106.3, ,220,59.96, ,60,16.35, 
2013/14,S08000019, ,All Codes,d,1100,367.07, ,840,280.31, ,160,53.39, 
2013/14,S08000019, ,F60 - F69, ,110,36.71, ,70,23.36, ,0,0, 
2013/14,S08000019, ,F10 - F19, ,210,70.08, ,180,60.07, ,10,3.34, 
2013/14,S08000019, ,F30 - F39, ,210,70.08, ,160,53.39, ,10,3.34, 
2013/14,S08000019, ,F40 - F49, ,130,43.38, ,110,36.71, ,10,3.34, 
2013/14,S08000019, ,F00 - F09 or Chapter G and second position F00, ,150,50.06, ,120,40.04, ,40,13.35, 
2013/14,S08000019, ,Non F Codes, ,100,33.37, ,70,23.36, ,40,13.35, 
2013/14,S08000019, ,"F50 - F59, F70 - F99", ,10,3.34, ,10,3.34, ,0,0, 
2013/14,S08000019, ,F20 - F29, ,180,60.07, ,130,43.38, ,50,16.69, 
2013/14,S08000020, ,All Codes,d,1920,331.49, ,1420,245.17, ,310,53.52, 
2013/14,S08000020, ,F60 - F69, ,120,20.72, ,80,13.81, ,10,1.73, 
2013/14,S08000020, ,F10 - F19, ,120,20.72, ,90,15.54, ,10,1.73, 
2013/14,S08000020, ,F30 - F39, ,720,124.31, ,530,91.51, ,70,12.09, 
2013/14,S08000020, ,F40 - F49, ,90,15.54, ,80,13.81, ,10,1.73, 
2013/14,S08000020, ,F00 - F09 or Chapter G and second position F00, ,220,37.98, ,190,32.8, ,60,10.36, 
2013/14,S08000020, ,Non F Codes, ,70,12.09, ,60,10.36, ,40,6.91, 
2013/14,S08000020, ,"F50 - F59, F70 - F99", ,40,6.91, ,30,5.18, ,10,1.73, 
2013/14,S08000020, ,F20 - F29, ,530,91.51, ,360,62.15, ,100,17.27, 
2013/14,S08000021, ,All Codes,d,5270,463.13, ,3860,339.22, ,1070,94.03, 
2013/14,S08000021, ,F60 - F69, ,350,30.76, ,200,17.58, ,30,2.64, 
2013/14,S08000021, ,F10 - F19, ,1040,91.39, ,880,77.33, ,50,4.39, 
2013/14,S08000021, ,F30 - F39, ,1170,102.82, ,860,75.58, ,140,12.3, 
2013/14,S08000021, ,F40 - F49, ,230,20.21, ,170,14.94, ,20,1.76, 
2013/14,S08000021, ,F00 - F09 or Chapter G and second position F00, ,430,37.79, ,360,31.64, ,220,19.33, 
2013/14,S08000021, ,Non F Codes, ,730,64.15, ,460,40.42, ,230,20.21, 
2013/14,S08000021, ,"F50 - F59, F70 - F99", ,130,11.42, ,100,8.79, ,40,3.52, 
2013/14,S08000021, ,F20 - F29, ,1200,105.46, ,830,72.94, ,340,29.88, 
2013/14,S08000022, ,All Codes,d,1250,389.43, ,980,305.31, ,170,52.96, 
2013/14,S08000022, ,F60 - F69, ,120,37.39, ,70,21.81, ,10,3.12, 
2013/14,S08000022, ,F10 - F19, ,230,71.66, ,190,59.19, ,10,3.12, 
2013/14,S08000022, ,F30 - F39, ,270,84.12, ,230,71.66, ,20,6.23, 
2013/14,S08000022, ,F40 - F49, ,110,34.27, ,90,28.04, ,10,3.12, 
2013/14,S08000022, ,F00 - F09 or Chapter G and second position F00, ,130,40.5, ,120,37.39, ,40,12.46, 
2013/14,S08000022, ,Non F Codes, ,130,40.5, ,100,31.15, ,30,9.35, 
2013/14,S08000022, ,"F50 - F59, F70 - F99", ,20,6.23, ,20,6.23, ,0,0, 
2013/14,S08000022, ,F20 - F29, ,230,71.66, ,170,52.96, ,40,12.46, 
2013/14,S08000023, ,All Codes,d,1940,297.28, ,1450,222.19, ,340,52.1, 
2013/14,S08000023, ,F60 - F69, ,70,10.73, ,40,6.13, ,10,1.53, 
2013/14,S08000023, ,F10 - F19, ,320,49.04, ,260,39.84, ,20,3.06, 
2013/14,S08000023, ,F30 - F39, ,600,91.94, ,440,67.42, ,40,6.13, 
2013/14,S08000023, ,F40 - F49, ,130,19.92, ,100,15.32, ,10,1.53, 
2013/14,S08000023, ,F00 - F09 or Chapter G and second position F00, ,200,30.65, ,160,24.52, ,110,16.86, 
2013/14,S08000023, ,Non F Codes, ,240,36.78, ,190,29.11, ,70,10.73, 
2013/14,S08000023, ,"F50 - F59, F70 - F99", ,20,3.06, ,10,1.53, ,0,0, 
2013/14,S08000023, ,F20 - F29, ,360,55.16, ,250,38.31, ,80,12.26, 
2013/14,S08000024, ,All Codes,d,3330,391.89, ,2420,284.8, ,590,69.43, 
2013/14,S08000024, ,F60 - F69, ,260,30.6, ,130,15.3, ,20,2.35, 
2013/14,S08000024, ,F10 - F19, ,570,67.08, ,490,57.67, ,20,2.35, 
2013/14,S08000024, ,F30 - F39, ,800,94.15, ,550,64.73, ,100,11.77, 
2013/14,S08000024, ,F40 - F49, ,220,25.89, ,170,20.01, ,10,1.18, 
2013/14,S08000024, ,F00 - F09 or Chapter G and second position F00, ,410,48.25, ,330,38.84, ,210,24.71, 
2013/14,S08000024, ,Non F Codes, ,130,15.3, ,100,11.77, ,60,7.06, 
2013/14,S08000024, ,"F50 - F59, F70 - F99", ,130,15.3, ,100,11.77, ,10,1.18, 
2013/14,S08000024, ,F20 - F29, ,800,94.15, ,560,65.9, ,150,17.65, 
2013/14,S08000027, ,All Codes,d,1990,482.82, ,1420,344.53, ,290,70.36, 
2013/14,S08000027, ,F60 - F69, ,120,29.11, ,70,16.98, ,10,2.43, 
2013/14,S08000027, ,F10 - F19, ,360,87.34, ,280,67.93, ,10,2.43, 
2013/14,S08000027, ,F30 - F39, ,540,131.02, ,340,82.49, ,60,14.56, 
2013/14,S08000027, ,F40 - F49, ,160,38.82, ,110,26.69, ,10,2.43, 
2013/14,S08000027, ,F00 - F09 or Chapter G and second position F00, ,310,75.21, ,230,55.8, ,60,14.56, 
2013/14,S08000027, ,Non F Codes, ,130,31.54, ,90,21.84, ,50,12.13, 
2013/14,S08000027, ,"F50 - F59, F70 - F99", ,30,7.28, ,30,7.28, ,0,0, 
2013/14,S08000027, ,F20 - F29, ,350,84.92, ,260,63.08, ,80,19.41, 
2013/14,S08000028, ,All Codes,d,40,145.99, ,40,145.99, ,20,72.99, 
2013/14,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2013/14,S08000028, ,F10 - F19, ,0,0, ,0,0, ,0,0, 
2013/14,S08000028, ,F30 - F39, ,10,36.5, ,10,36.5, ,0,0, 
2013/14,S08000028, ,F40 - F49, ,10,36.5, ,10,36.5, ,0,0, 
2013/14,S08000028, ,F00 - F09 or Chapter G and second position F00, ,10,36.5, ,10,36.5, ,10,36.5, 
2013/14,S08000028, ,Non F Codes, ,0,0, ,0,0, ,0,0, 
2013/14,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2013/14,S08000028, ,F20 - F29, ,10,36.5, ,10,36.5, ,0,0, 
2013/14,S92000003,d,All Codes,d,20840,391.16, ,14840,278.54, ,3650,68.51, 
2013/14,S92000003,d,F60 - F69, ,1550,29.09, ,830,15.58, ,110,2.06, 
2013/14,S92000003,d,F10 - F19, ,3490,65.51, ,2840,53.31, ,160,3, 
2013/14,S92000003,d,F30 - F39, ,5150,96.66, ,3590,67.38, ,530,9.95, 
2013/14,S92000003,d,F40 - F49, ,1360,25.53, ,1040,19.52, ,100,1.88, 
2013/14,S92000003,d,F00 - F09 or Chapter G and second position F00, ,2390,44.86, ,1960,36.79, ,930,17.46, 
2013/14,S92000003,d,Non F Codes, ,1720,32.28, ,1180,22.15, ,700,13.14, 
2013/14,S92000003,d,"F50 - F59, F70 - F99", ,450,8.45, ,330,6.19, ,90,1.69, 
2013/14,S92000003,d,F20 - F29, ,4720,88.59, ,3070,57.62, ,1030,19.33, 
2013/14,SB0802, ,All Codes,d,70, ,:,70, ,:,130, ,:
2013/14,SB0802, ,F60 - F69, ,0, ,:,0, ,:,0, ,:
2013/14,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2013/14,SB0802, ,F30 - F39, ,0, ,:,0, ,:,0, ,:
2013/14,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2013/14,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2013/14,SB0802, ,Non F Codes, ,0, ,:,0, ,:,30, ,:
2013/14,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,10, ,:
2013/14,SB0802, ,F20 - F29, ,50, ,:,50, ,:,80, ,:
2014/15,S08000015, ,All Codes,d,1270,342.19, ,890,239.8, ,210,56.58, 
2014/15,S08000015, ,F60 - F69, ,90,24.25, ,50,13.47, ,10,2.69, 
2014/15,S08000015, ,F10 - F19, ,410,110.47, ,280,75.44, ,20,5.39, 
2014/15,S08000015, ,F30 - F39, ,240,64.67, ,170,45.8, ,20,5.39, 
2014/15,S08000015, ,F40 - F49, ,70,18.86, ,50,13.47, ,0,0, 
2014/15,S08000015, ,F00 - F09 or Chapter G and second position F00, ,130,35.03, ,120,32.33, ,60,16.17, 
2014/15,S08000015, ,Non F Codes, ,30,8.08, ,20,5.39, ,40,10.78, 
2014/15,S08000015, ,"F50 - F59, F70 - F99", ,20,5.39, ,10,2.69, ,0,0, 
2014/15,S08000015, ,F20 - F29, ,280,75.44, ,180,48.5, ,50,13.47, 
2014/15,S08000016, ,All Codes,d,470,412.14, ,300,263.07, ,50,43.84, 
2014/15,S08000016, ,F60 - F69, ,30,26.31, ,20,17.54, ,0,0, 
2014/15,S08000016, ,F10 - F19, ,40,35.08, ,30,26.31, ,0,0, 
2014/15,S08000016, ,F30 - F39, ,120,105.23, ,80,70.15, ,10,8.77, 
2014/15,S08000016, ,F40 - F49, ,30,26.31, ,20,17.54, ,0,0, 
2014/15,S08000016, ,F00 - F09 or Chapter G and second position F00, ,50,43.84, ,40,35.08, ,20,17.54, 
2014/15,S08000016, ,Non F Codes, ,40,35.08, ,30,26.31, ,10,8.77, 
2014/15,S08000016, ,"F50 - F59, F70 - F99", ,20,17.54, ,10,8.77, ,0,0, 
2014/15,S08000016, ,F20 - F29, ,150,131.53, ,80,70.15, ,10,8.77, 
2014/15,S08000017, ,All Codes,d,730,486.8, ,420,280.07, ,70,46.68, 
2014/15,S08000017, ,F60 - F69, ,120,80.02, ,60,40.01, ,10,6.67, 
2014/15,S08000017, ,F10 - F19, ,80,53.35, ,70,46.68, ,10,6.67, 
2014/15,S08000017, ,F30 - F39, ,160,106.7, ,80,53.35, ,0,0, 
2014/15,S08000017, ,F40 - F49, ,40,26.67, ,30,20.01, ,0,0, 
2014/15,S08000017, ,F00 - F09 or Chapter G and second position F00, ,100,66.68, ,80,53.35, ,20,13.34, 
2014/15,S08000017, ,Non F Codes, ,30,20.01, ,20,13.34, ,20,13.34, 
2014/15,S08000017, ,"F50 - F59, F70 - F99", ,10,6.67, ,0,0, ,0,0, 
2014/15,S08000017, ,F20 - F29, ,190,126.7, ,70,46.68, ,20,13.34, 
2014/15,S08000018, ,All Codes,d,1460,397.55, ,950,258.68, ,230,62.63, 
2014/15,S08000018, ,F60 - F69, ,140,38.12, ,80,21.78, ,10,2.72, 
2014/15,S08000018, ,F10 - F19, ,140,38.12, ,100,27.23, ,0,0, 
2014/15,S08000018, ,F30 - F39, ,300,81.69, ,190,51.74, ,30,8.17, 
2014/15,S08000018, ,F40 - F49, ,130,35.4, ,100,27.23, ,0,0, 
2014/15,S08000018, ,F00 - F09 or Chapter G and second position F00, ,280,76.24, ,200,54.46, ,50,13.61, 
2014/15,S08000018, ,Non F Codes, ,80,21.78, ,60,16.34, ,80,21.78, 
2014/15,S08000018, ,"F50 - F59, F70 - F99", ,10,2.72, ,10,2.72, ,0,0, 
2014/15,S08000018, ,F20 - F29, ,360,98.03, ,210,57.18, ,50,13.61, 
2014/15,S08000019, ,All Codes,d,1190,396.14, ,830,276.3, ,160,53.26, 
2014/15,S08000019, ,F60 - F69, ,110,36.62, ,70,23.3, ,0,0, 
2014/15,S08000019, ,F10 - F19, ,190,63.25, ,160,53.26, ,20,6.66, 
2014/15,S08000019, ,F30 - F39, ,200,66.58, ,130,43.28, ,10,3.33, 
2014/15,S08000019, ,F40 - F49, ,110,36.62, ,90,29.96, ,0,0, 
2014/15,S08000019, ,F00 - F09 or Chapter G and second position F00, ,150,49.93, ,110,36.62, ,50,16.64, 
2014/15,S08000019, ,Non F Codes, ,230,76.56, ,130,43.28, ,30,9.99, 
2014/15,S08000019, ,"F50 - F59, F70 - F99", ,10,3.33, ,10,3.33, ,0,0, 
2014/15,S08000019, ,F20 - F29, ,190,63.25, ,140,46.6, ,50,16.64, 
2014/15,S08000020, ,All Codes,d,1950,333.78, ,1310,224.23, ,300,51.35, 
2014/15,S08000020, ,F60 - F69, ,160,27.39, ,80,13.69, ,20,3.42, 
2014/15,S08000020, ,F10 - F19, ,120,20.54, ,90,15.41, ,10,1.71, 
2014/15,S08000020, ,F30 - F39, ,740,126.66, ,480,82.16, ,60,10.27, 
2014/15,S08000020, ,F40 - F49, ,90,15.41, ,70,11.98, ,10,1.71, 
2014/15,S08000020, ,F00 - F09 or Chapter G and second position F00, ,250,42.79, ,200,34.23, ,60,10.27, 
2014/15,S08000020, ,Non F Codes, ,50,8.56, ,40,6.85, ,40,6.85, 
2014/15,S08000020, ,"F50 - F59, F70 - F99", ,40,6.85, ,30,5.14, ,10,1.71, 
2014/15,S08000020, ,F20 - F29, ,500,85.58, ,310,53.06, ,80,13.69, 
2014/15,S08000021, ,All Codes,d,5420,474.36, ,3980,348.33, ,1060,92.77, 
2014/15,S08000021, ,F60 - F69, ,330,28.88, ,210,18.38, ,20,1.75, 
2014/15,S08000021, ,F10 - F19, ,1050,91.9, ,900,78.77, ,60,5.25, 
2014/15,S08000021, ,F30 - F39, ,1090,95.4, ,830,72.64, ,130,11.38, 
2014/15,S08000021, ,F40 - F49, ,240,21, ,190,16.63, ,40,3.5, 
2014/15,S08000021, ,F00 - F09 or Chapter G and second position F00, ,420,36.76, ,370,32.38, ,180,15.75, 
2014/15,S08000021, ,Non F Codes, ,860,75.27, ,520,45.51, ,290,25.38, 
2014/15,S08000021, ,"F50 - F59, F70 - F99", ,160,14, ,130,11.38, ,50,4.38, 
2014/15,S08000021, ,F20 - F29, ,1260,110.28, ,830,72.64, ,290,25.38, 
2014/15,S08000022, ,All Codes,d,1200,374.15, ,910,283.73, ,170,53, 
2014/15,S08000022, ,F60 - F69, ,110,34.3, ,70,21.83, ,0,0, 
2014/15,S08000022, ,F10 - F19, ,180,56.12, ,140,43.65, ,10,3.12, 
2014/15,S08000022, ,F30 - F39, ,300,93.54, ,230,71.71, ,20,6.24, 
2014/15,S08000022, ,F40 - F49, ,110,34.3, ,90,28.06, ,10,3.12, 
2014/15,S08000022, ,F00 - F09 or Chapter G and second position F00, ,120,37.41, ,110,34.3, ,40,12.47, 
2014/15,S08000022, ,Non F Codes, ,80,24.94, ,60,18.71, ,40,12.47, 
2014/15,S08000022, ,"F50 - F59, F70 - F99", ,10,3.12, ,10,3.12, ,0,0, 
2014/15,S08000022, ,F20 - F29, ,300,93.54, ,190,59.24, ,50,15.59, 
2014/15,S08000023, ,All Codes,d,1760,269.4, ,1320,202.05, ,330,50.51, 
2014/15,S08000023, ,F60 - F69, ,80,12.25, ,40,6.12, ,10,1.53, 
2014/15,S08000023, ,F10 - F19, ,290,44.39, ,230,35.21, ,10,1.53, 
2014/15,S08000023, ,F30 - F39, ,490,75, ,370,56.64, ,40,6.12, 
2014/15,S08000023, ,F40 - F49, ,90,13.78, ,70,10.71, ,10,1.53, 
2014/15,S08000023, ,F00 - F09 or Chapter G and second position F00, ,240,36.74, ,200,30.61, ,110,16.84, 
2014/15,S08000023, ,Non F Codes, ,210,32.14, ,160,24.49, ,60,9.18, 
2014/15,S08000023, ,"F50 - F59, F70 - F99", ,20,3.06, ,10,1.53, ,0,0, 
2014/15,S08000023, ,F20 - F29, ,340,52.04, ,240,36.74, ,90,13.78, 
2014/15,S08000024, ,All Codes,d,3440,400.88, ,2260,263.37, ,620,72.25, 
2014/15,S08000024, ,F60 - F69, ,280,32.63, ,130,15.15, ,20,2.33, 
2014/15,S08000024, ,F10 - F19, ,560,65.26, ,460,53.61, ,30,3.5, 
2014/15,S08000024, ,F30 - F39, ,850,99.05, ,510,59.43, ,90,10.49, 
2014/15,S08000024, ,F40 - F49, ,200,23.31, ,140,16.31, ,10,1.17, 
2014/15,S08000024, ,F00 - F09 or Chapter G and second position F00, ,360,41.95, ,270,31.46, ,220,25.64, 
2014/15,S08000024, ,Non F Codes, ,170,19.81, ,120,13.98, ,80,9.32, 
2014/15,S08000024, ,"F50 - F59, F70 - F99", ,140,16.31, ,100,11.65, ,30,3.5, 
2014/15,S08000024, ,F20 - F29, ,870,101.38, ,520,60.6, ,150,17.48, 
2014/15,S08000027, ,All Codes,d,2220,536.49, ,1520,367.33, ,290,70.08, 
2014/15,S08000027, ,F60 - F69, ,130,31.42, ,80,19.33, ,10,2.42, 
2014/15,S08000027, ,F10 - F19, ,400,96.67, ,310,74.92, ,20,4.83, 
2014/15,S08000027, ,F30 - F39, ,670,161.91, ,390,94.25, ,70,16.92, 
2014/15,S08000027, ,F40 - F49, ,160,38.67, ,120,29, ,10,2.42, 
2014/15,S08000027, ,F00 - F09 or Chapter G and second position F00, ,310,74.92, ,230,55.58, ,60,14.5, 
2014/15,S08000027, ,Non F Codes, ,150,36.25, ,110,26.58, ,60,14.5, 
2014/15,S08000027, ,"F50 - F59, F70 - F99", ,30,7.25, ,20,4.83, ,0,0, 
2014/15,S08000027, ,F20 - F29, ,380,91.83, ,250,60.42, ,70,16.92, 
2014/15,S08000028, ,All Codes,d,40,146.79, ,30,110.09, ,20,73.39, 
2014/15,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2014/15,S08000028, ,F10 - F19, ,0,0, ,0,0, ,0,0, 
2014/15,S08000028, ,F30 - F39, ,10,36.7, ,10,36.7, ,0,0, 
2014/15,S08000028, ,F40 - F49, ,0,0, ,0,0, ,0,0, 
2014/15,S08000028, ,F00 - F09 or Chapter G and second position F00, ,0,0, ,0,0, ,10,36.7, 
2014/15,S08000028, ,Non F Codes, ,0,0, ,0,0, ,10,36.7, 
2014/15,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2014/15,S08000028, ,F20 - F29, ,10,36.7, ,10,36.7, ,0,0, 
2014/15,S92000003,d,All Codes,d,21270,397.75, ,14450,270.21, ,3640,68.07, 
2014/15,S92000003,d,F60 - F69, ,1600,29.92, ,860,16.08, ,100,1.87, 
2014/15,S92000003,d,F10 - F19, ,3480,65.08, ,2750,51.42, ,190,3.55, 
2014/15,S92000003,d,F30 - F39, ,5160,96.49, ,3390,63.39, ,500,9.35, 
2014/15,S92000003,d,F40 - F49, ,1280,23.94, ,970,18.14, ,90,1.68, 
2014/15,S92000003,d,F00 - F09 or Chapter G and second position F00, ,2430,45.44, ,1920,35.9, ,880,16.46, 
2014/15,S92000003,d,Non F Codes, ,1920,35.9, ,1220,22.81, ,810,15.15, 
2014/15,S92000003,d,"F50 - F59, F70 - F99", ,470,8.79, ,350,6.54, ,110,2.06, 
2014/15,S92000003,d,F20 - F29, ,4920,92, ,2990,55.91, ,960,17.95, 
2014/15,SB0802, ,All Codes,d,120, ,:,80, ,:,120, ,:
2014/15,SB0802, ,F60 - F69, ,0, ,:,0, ,:,10, ,:
2014/15,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2014/15,SB0802, ,F30 - F39, ,10, ,:,10, ,:,0, ,:
2014/15,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2014/15,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2014/15,SB0802, ,Non F Codes, ,0, ,:,0, ,:,30, ,:
2014/15,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,10, ,:
2014/15,SB0802, ,F20 - F29, ,90, ,:,60, ,:,70, ,:
2015/16,S08000015, ,All Codes,d,1260,340, ,910,245.55, ,190,51.27, 
2015/16,S08000015, ,F60 - F69, ,70,18.89, ,50,13.49, ,0,0, 
2015/16,S08000015, ,F10 - F19, ,450,121.43, ,320,86.35, ,20,5.4, 
2015/16,S08000015, ,F30 - F39, ,240,64.76, ,160,43.17, ,20,5.4, 
2015/16,S08000015, ,F40 - F49, ,80,21.59, ,60,16.19, ,0,0, 
2015/16,S08000015, ,F00 - F09 or Chapter G and second position F00, ,110,29.68, ,100,26.98, ,60,16.19, 
2015/16,S08000015, ,Non F Codes, ,40,10.79, ,30,8.1, ,50,13.49, 
2015/16,S08000015, ,"F50 - F59, F70 - F99", ,20,5.4, ,20,5.4, ,0,0, 
2015/16,S08000015, ,F20 - F29, ,270,72.86, ,170,45.87, ,40,10.79, 
2015/16,S08000016, ,All Codes,d,500,438.48, ,300,263.09, ,50,43.85, 
2015/16,S08000016, ,F60 - F69, ,30,26.31, ,20,17.54, ,0,0, 
2015/16,S08000016, ,F10 - F19, ,30,26.31, ,30,26.31, ,0,0, 
2015/16,S08000016, ,F30 - F39, ,110,96.47, ,70,61.39, ,10,8.77, 
2015/16,S08000016, ,F40 - F49, ,30,26.31, ,30,26.31, ,0,0, 
2015/16,S08000016, ,F00 - F09 or Chapter G and second position F00, ,70,61.39, ,60,52.62, ,20,17.54, 
2015/16,S08000016, ,Non F Codes, ,40,35.08, ,30,26.31, ,10,8.77, 
2015/16,S08000016, ,"F50 - F59, F70 - F99", ,10,8.77, ,10,8.77, ,0,0, 
2015/16,S08000016, ,F20 - F29, ,160,140.31, ,60,52.62, ,10,8.77, 
2015/16,S08000017, ,All Codes,d,800,534.51, ,380,253.89, ,60,40.09, 
2015/16,S08000017, ,F60 - F69, ,130,86.86, ,50,33.41, ,0,0, 
2015/16,S08000017, ,F10 - F19, ,60,40.09, ,50,33.41, ,0,0, 
2015/16,S08000017, ,F30 - F39, ,210,140.31, ,90,60.13, ,10,6.68, 
2015/16,S08000017, ,F40 - F49, ,20,13.36, ,20,13.36, ,0,0, 
